"DATE OF CONTACT","TIME OF CONTACT","INCIDENT NUMBER","STEP INDICATOR","GEO CODE","ANONYMOUS HOUSE NUMBER","ADDRESS STREET","CROSS STREET","MOTIVATION FOR STOP DESC","RACE DESCRIPTION","SEX DESCRIPTION","AGE AT CONTACT","RESIDENCY CODE","REASON FOR STOP","TYPE OF VIOLATION","CRIME CATEGORY","CRIME CATEGORY DESCRIPTION","CRIME CODE","CRIME DESCRIPTION","CRIME STATUS DESCRIPTION","VEHICLE YEAR","VEHICLE CONSENT SEARCH REQUESTED","VEHICLE CONSENT SEARCH GRANTED","PARAPHRENALIA FOUND VEHICLE CONSENT SEARCH","ALCOHOL FOUND VEHICLE CONSENT SEARCH","WEAPON FOUND VEHICLE CONSENT SEARCH","STOLEN PROPERTY FOUND VEHICLE CONSENT SEARCH","OTHER CONTRABAND FOUND VEHICLE CONSENT SEARCH","DRUG AMOUNT FOUND VEHICLE CONSENT SEARCH","CANINE SNIFF PERFORMED","CANINE ALERTED","CANINE SEARCH CONDUCTED","PARAPHRENALIA FOUND CANINE SEARCH","ALCOHOL FOUND CANINE SEARCH","WEAPON FOUND CANINE SEARCH","STOLEN PROPERTY FOUND CANINE SEARCH","OTHER CONTRABAND FOUND CANINE SEARCH","DRUG AMOUNT FOUND CANINE SEARCH","ANY CONTRABAND FOUND IN VEHICLE CONSENT OR CANINE SEARCH","CONSENT OR DOG SNIFF SEARCH CONDUCTED","MAPPING ADDRESS"
"2013 Nov 19 12:00:00 AM","20:16","UT1305827","NOT STEP","575-04","0","GREEN ST","RACE",,"BLACK","FEMALE","40","Y","MOVING VIOLATION","LANE VIOLATION","C28","Traffic Offenses","2481","DRIVING UNDER SUSPENDED LICENSE","CLEARED BY ADULT ARREST","1997","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 GREEN ST"
"2013 Nov 19 12:00:00 AM","20:16","UT1305827","NOT STEP","575-04","0","GREEN ST","RACE",,"BLACK","FEMALE","40","Y","MOVING VIOLATION","LANE VIOLATION","C28","Traffic Offenses","6608","IMPROPER LANE USAGE","TRAFFIC WARNING TICKET","1997","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 GREEN ST"
"2013 Nov 19 12:00:00 AM","20:22","UW1301760","NOT STEP","575-10","0","LINCOLN","IOWA",,"BLACK","MALE","19","N","MOVING VIOLATION","LANE VIOLATION","C28","Traffic Offenses","6608","IMPROPER LANE USAGE","TRAFFIC WARNING TICKET","2008","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LINCOLN"
"2013 Nov 19 12:00:00 AM","20:22","UW1301763","NOT STEP","546-01","0","BRADLEY","LINCOLN",,"BLACK","FEMALE","25","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6690","NO REAR REGISTRATION LIGHT","TRAFFIC WARNING TICKET","2003","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 BRADLEY"
"2013 Nov 19 12:00:00 AM","21:49","UW1301761","NOT STEP","606-03","2000","PHILO RD S",,,"BLACK","FEMALE","23","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6618","FAILURE TO YIELD PRIVATE ROAD","TRAFFIC WARNING TICKET","2001","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","2000 PHILO RD S"
"2013 Nov 19 12:00:00 AM","22:02","UW1301762","NOT STEP","576-05","0","VINE ST","CALIFORNIA",,"WHITE","MALE","26","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6631","NO TAILLIGHTS","TRAFFIC WARNING TICKET","1999","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 VINE ST"
"2013 Nov 19 12:00:00 AM","23:47","UT1305834","NOT STEP","546-06","0","LINCOLN","EADS",,"ASIAN","FEMALE","52","N","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2009","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LINCOLN"
"2014 Nov 19 12:00:00 AM","11:34","UT1406224","NOT STEP","605-09","0","FLORIDA","VINE",,"ASIAN","FEMALE","36","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","CLEARED BY ADULT ARREST","2008","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2014 Nov 19 12:00:00 AM","11:34","UT1406224","NOT STEP","605-09","0","FLORIDA","VINE",,"ASIAN","FEMALE","36","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","CLEARED BY ADULT ARREST","2008","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2014 Nov 19 12:00:00 AM","16:24","UW1401755","NOT STEP","576-08","0","PHILO","WASHINGTON",,"WHITE","FEMALE","58","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6633","IMPROPER LIGHTING/ONE HEADLIGHT","TRAFFIC WARNING TICKET","2009","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 PHILO"
"2014 Nov 19 12:00:00 AM","18:03","UT1406232","NOT STEP","547-11","0","MAIN","VINE",,"WHITE","MALE","34","Y","MOVING VIOLATION","SEAT BELT","C28","Traffic Offenses","2485","SEAT BELT-DRIVER & PASSENGER","CLEARED BY ADULT ARREST","1992","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 MAIN"
"2015 Nov 19 12:00:00 AM","10:00","UT1505590S","STEP","576-14","0","FLORIDA","WILEY","TRAFFIC ISSUE","WHITE","FEMALE","16","Y","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2005","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2015 Nov 19 12:00:00 AM","10:20","UT1505591S","STEP","576-14","0","FLORIDA","WILEY","TRAFFIC ISSUE","BLACK","FEMALE","47","N","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","CLEARED BY ADULT ARREST","2001","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2015 Nov 19 12:00:00 AM","11:09","UT1505592S","STEP","575-14","0","FLORIDA","GOODWIN","TRAFFIC ISSUE","BLACK","FEMALE","43","Y","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2013","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2015 Nov 19 12:00:00 AM","11:41","UT1505593S","STEP","575-14","0","FLORIDA","GOODWIN","TRAFFIC ISSUE","WHITE","MALE","19","N","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2002","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2015 Nov 19 12:00:00 AM","12:08","UT1505594S","STEP","575-14","0","FLORIDA","GOODWIN","TRAFFIC ISSUE","WHITE","MALE","23","N","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2010","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2015 Nov 19 12:00:00 AM","12:38","UT1505595S","STEP","575-14","0","FLORIDA","GOODWIN","TRAFFIC ISSUE","WHITE","FEMALE","30","N","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2013","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2015 Nov 19 12:00:00 AM","19:25","UU1506382","NOT STEP","576-07","0","WASHINGTON ST E","COTTAGE GROVE","TRAFFIC ISSUE","HISPANIC","FEMALE","36","N","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","2482","DRIVING UNDER REVOKED LICENSE","CLEARED BY ADULT ARREST","2007","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 WASHINGTON ST E"
"2015 Nov 19 12:00:00 AM","19:25","UU1506382","NOT STEP","576-07","0","WASHINGTON ST E","COTTAGE GROVE","TRAFFIC ISSUE","HISPANIC","FEMALE","36","N","EQUIPMENT","NOT A MOVING VIOLATION","C41","Assist Other Agency/Business","9081","ASSIST TOW TRUCK","ADMINISTRATIVELY CLOSED","2007","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 WASHINGTON ST E"
"2016 Nov 19 12:00:00 AM","11:47","UW1601219","NOT STEP","605-05","0","VINE","GEORGE HUFF","TRAFFIC ISSUE","WHITE","FEMALE","81","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","TRAFFIC WARNING TICKET","2010","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 VINE"
"2016 Nov 19 12:00:00 AM","12:54","UT1605164","NOT STEP","576-07","0","WASHINGTON","LIERMAN","TRAFFIC ISSUE","BLACK","FEMALE","17","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","CLEARED BY ADULT ARREST","2000","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 WASHINGTON"
"2016 Nov 19 12:00:00 AM","12:54","UT1605164","NOT STEP","576-07","0","WASHINGTON","LIERMAN","TRAFFIC ISSUE","BLACK","FEMALE","17","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","2470","NO VALID DL DRIVERS LICENSE","CLEARED BY ADULT ARREST","2000","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 WASHINGTON"
"2017 Nov 19 12:00:00 AM","19:57","UW1701058","NOT STEP","519-07","0","CUNNINGHAM","I-74","TRAFFIC ISSUE","HISPANIC","MALE","36","N","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6633","IMPROPER LIGHTING/ONE HEADLIGHT","TRAFFIC WARNING TICKET","2003","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 CUNNINGHAM"
"2017 Nov 19 12:00:00 AM","20:11","UW1701060","NOT STEP","577-01","0","WASHINGTON","KINCH","TRAFFIC ISSUE","BLACK","MALE","24","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","TRAFFIC WARNING TICKET","1999","false","false","NO","NO","NO","NO","NO","<2 GRAMS","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 WASHINGTON"
"2017 Nov 19 12:00:00 AM","20:15","UT1704752","NOT STEP","518-08","1000","BRADLEY AVE W",,"TRAFFIC ISSUE","WHITE","FEMALE","31","Y","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2015","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1000 BRADLEY AVE W"
"2017 Nov 19 12:00:00 AM","21:10","UW1701059","NOT STEP","547-05","0","CUNNINGHAM","CRYSTAL LAKE","TRAFFIC ISSUE","WHITE","FEMALE","18","Y","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","TRAFFIC WARNING TICKET","2005","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 CUNNINGHAM"
"2018 Nov 19 12:00:00 AM","08:23","UW1801378","NOT STEP","546-11","0","UNIVERSITY","CUNNINGHAM","COMMUNITY CARETAKING","BLACK","FEMALE","48","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6631","NO TAILLIGHTS","TRAFFIC WARNING TICKET","2003","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 UNIVERSITY"
"2018 Nov 19 12:00:00 AM","10:20","UW1801379S","STEP","576-01","0","GREEN","RACE","TRAFFIC ISSUE","WHITE","FEMALE","61","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","TRAFFIC WARNING TICKET","2008","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 GREEN"
"2018 Nov 19 12:00:00 AM","10:30","UT1804674S","STEP","575-04","0","GREEN","RACE","TRAFFIC ISSUE","WHITE","MALE","35","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","CLEARED BY ADULT ARREST","2007","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 GREEN"
"2018 Nov 19 12:00:00 AM","10:39","UT1804675S","STEP","575-04","0","RACE","GREEN","TRAFFIC ISSUE","WHITE","MALE","26","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","CLEARED BY ADULT ARREST","2002","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 RACE"
"2018 Nov 19 12:00:00 AM","10:53","UT1804676S","STEP","575-04","0","GREEN","RACE","TRAFFIC ISSUE","WHITE","MALE","27","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","CLEARED BY ADULT ARREST","2014","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 GREEN"
"2018 Nov 19 12:00:00 AM","11:07","UT1804677S","STEP","575-04","0","GREEN","RACE","TRAFFIC ISSUE","WHITE","MALE","57","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","CLEARED BY ADULT ARREST","2007","true","true","NO","NO","NO","NO","NO","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 GREEN"
"2018 Nov 19 12:00:00 AM","11:52","UT1804678S","STEP","575-04","0","GREEN","RACE","TRAFFIC ISSUE","WHITE","MALE","43","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","CLEARED BY ADULT ARREST","2010","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 GREEN"
"2018 Nov 19 12:00:00 AM","11:52","UT1804678S","STEP","575-04","0","GREEN","RACE","TRAFFIC ISSUE","WHITE","MALE","43","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","2010","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 GREEN"
"2018 Nov 19 12:00:00 AM","12:22","UT1804680S","STEP","575-04","0","GREEN","RACE","TRAFFIC ISSUE","HISPANIC","MALE","17","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","2470","NO VALID DL DRIVERS LICENSE","CLEARED BY ADULT ARREST","2003","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 GREEN"
"2018 Nov 19 12:00:00 AM","12:22","UT1804680S","STEP","575-04","0","GREEN","RACE","TRAFFIC ISSUE","HISPANIC","MALE","17","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","CLEARED BY ADULT ARREST","2003","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 GREEN"
"2018 Nov 19 12:00:00 AM","18:15","UW1801386","NOT STEP","578-02","0","TATMAN COURT","UNIVERSITY AVE","COMMUNITY CARETAKING","WHITE","FEMALE","23","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6606","TRAFFIC SIGNAL VIOLATION","TRAFFIC WARNING TICKET","2014","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 TATMAN COURT"
"2018 Nov 19 12:00:00 AM","21:17","UW1801385","NOT STEP","576-12","0","PHILO","WASHINGTON","TRAFFIC ISSUE","WHITE","FEMALE","33","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6606","TRAFFIC SIGNAL VIOLATION","TRAFFIC WARNING TICKET","2001","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 PHILO"
"2018 Nov 19 12:00:00 AM","21:32","UW1801382","NOT STEP","577-01","0","WASHINGTON AVE","LIERMAN","COMMUNITY CARETAKING","BLACK","MALE","42","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","TRAFFIC WARNING TICKET","2004","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 WASHINGTON AVE"
"2018 Nov 19 12:00:00 AM","22:11","UW1801381","NOT STEP","546-13","0","SPRINGFIELD W","LINCOLN","COMMUNITY CARETAKING","BLACK","MALE","34","N","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6690","NO REAR REGISTRATION LIGHT","TRAFFIC WARNING TICKET","2006","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 SPRINGFIELD W"
"2018 Nov 19 12:00:00 AM","22:23","UW1801384","NOT STEP","546-15","0","BROADWAY","MAIN","COMMUNITY CARETAKING","WHITE","MALE","30","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6630","DRIVING WITHOUT LIGHTS","TRAFFIC WARNING TICKET","1999","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 BROADWAY"
"2019 Nov 19 12:00:00 AM","07:54","UT1904655S","STEP","576-15","0","FLORIDA","ANDERSON","TRAFFIC ISSUE","BLACK","FEMALE",,"Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","CLEARED BY ADULT ARREST","2007","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
